node,node_type,activators,inhibitors,formula
BrMYC3-1 expression,,,,BrMYC3-1 expression = 1.0 * 1.0 * gene_modifier + exogenous
NF-YC8,,,,NF-YC8 = 1.0 * 1.0 * gene_modifier + exogenous
ANY1,,,,ANY1 = 1.0 * 1.0 * gene_modifier + exogenous
increase in temperat,,,,increase in temperat = 1.0 * 1.0 * gene_modifier + exogenous
compound 1a,,,,compound 1a = 1.0 * 1.0 * gene_modifier + exogenous
MIR393,,,,MIR393 = 1.0 * 1.0 * gene_modifier + exogenous
Hxk activity,,,,Hxk activity = 1.0 * 1.0 * gene_modifier + exogenous
ELF3SHA,,,,ELF3SHA = 1.0 * 1.0 * gene_modifier + exogenous
BHLH,,,,BHLH = 1.0 * 1.0 * gene_modifier + exogenous
light-regulated gene,,photomorphogenesis,,light-regulated gene = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
seedling photomorpho,,"KAR,KARRIKINS,Guard-cell phytochro,PHYB,FR,BBX21,PHYA,HY5","PIF3,LNK4,LNK3,SMP2,SWELLMAP,BBX25,COP1,Mutation of photorec,COP9","seedling photomorpho = prod(f(KAR, KARRIKINS, Guard-cell phytochro, PHYB, FR, BBX21, PHYA, HY5)) * prod(g(PIF3, LNK4, LNK3, SMP2, SWELLMAP, BBX25, COP1, Mutation of photorec, COP9)) * gene_modifier + exogenous"
PKL/EPP1,,,,PKL/EPP1 = 1.0 * 1.0 * gene_modifier + exogenous
Repression of photom,,COP1,LIGHT,Repression of photom = prod(f(COP1)) * prod(g(LIGHT)) * gene_modifier + exogenous
SPA1,,,,SPA1 = 1.0 * 1.0 * gene_modifier + exogenous
constitutive photomo,,"COP1,PHYA,YHB,AT-PHH1,AHL22,SPA,ATCUL4,SRS5,YFP,GATA2,CSN,NC80,CRY1,cop/det/fus mutants,PIF5,CCE,GUS",ATHMAC6,"constitutive photomo = prod(f(COP1, PHYA, YHB, AT-PHH1, AHL22, SPA, ATCUL4, SRS5, YFP, GATA2, CSN, NC80, CRY1, cop/det/fus mutants, PIF5, CCE, GUS)) * prod(g(ATHMAC6)) * gene_modifier + exogenous"
photomorphogenesis o,,"LIGHT,BBX23,Photoreceptors,UV,BBX22,MDMAX2,ultraviolet-B,BBX21,ATCOL3,PIF4","COP1,constitutively photo,SPA,ATINO80,heat stress","photomorphogenesis o = prod(f(LIGHT, BBX23, Photoreceptors, UV, BBX22, MDMAX2, ultraviolet-B, BBX21, ATCOL3, PIF4)) * prod(g(COP1, constitutively photo, SPA, ATINO80, heat stress)) * gene_modifier + exogenous"
photoreceptor,,,,photoreceptor = 1.0 * 1.0 * gene_modifier + exogenous
VUP1,,,,VUP1 = 1.0 * 1.0 * gene_modifier + exogenous
altered photomorphog,,VUP1,,altered photomorphog = prod(f(VUP1)) * 1.0 * gene_modifier + exogenous
nuclear degradation ,,COP1,,nuclear degradation  = prod(f(COP1)) * 1.0 * gene_modifier + exogenous
promotion of cotyled,,photomorphogenesis,,promotion of cotyled = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
DCP5,,,,DCP5 = 1.0 * 1.0 * gene_modifier + exogenous
promotion of chlorop,,photomorphogenesis,,promotion of chlorop = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
COP,,,,COP = 1.0 * 1.0 * gene_modifier + exogenous
SRS5,,,,SRS5 = 1.0 * 1.0 * gene_modifier + exogenous
GATA2,,,,GATA2 = 1.0 * 1.0 * gene_modifier + exogenous
treatment with radia,,,,treatment with radia = 1.0 * 1.0 * gene_modifier + exogenous
opposite responses t,,UV,,opposite responses t = prod(f(UV)) * 1.0 * gene_modifier + exogenous
Photoreceptors,,,,Photoreceptors = 1.0 * 1.0 * gene_modifier + exogenous
expression of photom,,SRS5,,expression of photom = prod(f(SRS5)) * 1.0 * gene_modifier + exogenous
opened cotyledons,,photomorphogenesis,,opened cotyledons = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
CIN4,,,,CIN4 = 1.0 * 1.0 * gene_modifier + exogenous
light perception,,,,light perception = 1.0 * 1.0 * gene_modifier + exogenous
Pr-to-Pfr photoconve,,,,Pr-to-Pfr photoconve = 1.0 * 1.0 * gene_modifier + exogenous
signaling network fo,,Pr-to-Pfr photoconve,,signaling network fo = prod(f(Pr-to-Pfr photoconve)) * 1.0 * gene_modifier + exogenous
E3,,,,E3 = 1.0 * 1.0 * gene_modifier + exogenous
partial photomorphog,,ATCKS,,partial photomorphog = prod(f(ATCKS)) * 1.0 * gene_modifier + exogenous
photomorphogenesis u,,BBX21,,photomorphogenesis u = prod(f(BBX21)) * 1.0 * gene_modifier + exogenous
High levels of cytok,,,,High levels of cytok = 1.0 * 1.0 * gene_modifier + exogenous
EFO2,,,,EFO2 = 1.0 * 1.0 * gene_modifier + exogenous
regulation of photom,,,,regulation of photom = 1.0 * 1.0 * gene_modifier + exogenous
double mutants,,regulation of photom,,double mutants = prod(f(regulation of photom)) * 1.0 * gene_modifier + exogenous
PEP6,,,,PEP6 = 1.0 * 1.0 * gene_modifier + exogenous
red light-mediated p,,,"PEP6,LIP1","red light-mediated p = 1.0 * prod(g(PEP6, LIP1)) * gene_modifier + exogenous"
MIR396,,,,MIR396 = 1.0 * 1.0 * gene_modifier + exogenous
MYC2,,,,MYC2 = 1.0 * 1.0 * gene_modifier + exogenous
Blue light-induced p,,,"MYC2,ATMYC2","Blue light-induced p = 1.0 * prod(g(MYC2, ATMYC2)) * gene_modifier + exogenous"
ATCAM7,,,,ATCAM7 = 1.0 * 1.0 * gene_modifier + exogenous
PHYS,,,,PHYS = 1.0 * 1.0 * gene_modifier + exogenous
photomorphogenesis p,,"PHYTOCHROMES,HYL 1","Gibberellin,BRI1,BZR1","photomorphogenesis p = prod(f(PHYTOCHROMES, HYL 1)) * prod(g(Gibberellin, BRI1, BZR1)) * gene_modifier + exogenous"
SPA,,,,SPA = 1.0 * 1.0 * gene_modifier + exogenous
downstream transcrip,,HY5,,downstream transcrip = prod(f(HY5)) * 1.0 * gene_modifier + exogenous
traditional photomor,,,COP1,traditional photomor = 1.0 * prod(g(COP1)) * gene_modifier + exogenous
ATHDA15,,,,ATHDA15 = 1.0 * 1.0 * gene_modifier + exogenous
photomorphogenesis g,,"SRS5,HY5",ATHDA15,"photomorphogenesis g = prod(f(SRS5, HY5)) * prod(g(ATHDA15)) * gene_modifier + exogenous"
cryptochrome-mediate,,,OBP3,cryptochrome-mediate = 1.0 * prod(g(OBP3)) * gene_modifier + exogenous
cryptochrome photore,,,,cryptochrome photore = 1.0 * 1.0 * gene_modifier + exogenous
prr9/prr7/prr5 tripl,,,,prr9/prr7/prr5 tripl = 1.0 * 1.0 * gene_modifier + exogenous
GATA4,,,,GATA4 = 1.0 * 1.0 * gene_modifier + exogenous
plant(s) photomorpho,,,"ATDRB1,ASU1","plant(s) photomorpho = 1.0 * prod(g(ATDRB1, ASU1)) * gene_modifier + exogenous"
H2B,,,,H2B = 1.0 * 1.0 * gene_modifier + exogenous
anthocyanin biosynth,,photomorphogenesis,,anthocyanin biosynth = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
YHB,,,,YHB = 1.0 * 1.0 * gene_modifier + exogenous
FUS,,,,FUS = 1.0 * 1.0 * gene_modifier + exogenous
SINATS,,,,SINATS = 1.0 * 1.0 * gene_modifier + exogenous
transcriptional mach,,,,transcriptional mach = 1.0 * 1.0 * gene_modifier + exogenous
CO,,,COP1,CO = 1.0 * prod(g(COP1)) * gene_modifier + exogenous
downstream targets,,,,downstream targets = 1.0 * 1.0 * gene_modifier + exogenous
AHL22,,,,AHL22 = 1.0 * 1.0 * gene_modifier + exogenous
CAL,,,,CAL = 1.0 * 1.0 * gene_modifier + exogenous
altered transcriptio,,,,altered transcriptio = 1.0 * 1.0 * gene_modifier + exogenous
Guard-cell phytochro,,,,Guard-cell phytochro = 1.0 * 1.0 * gene_modifier + exogenous
CPD45,,,,CPD45 = 1.0 * 1.0 * gene_modifier + exogenous
Environmental light ,,,,Environmental light  = 1.0 * 1.0 * gene_modifier + exogenous
increased demand of ,,,,increased demand of  = 1.0 * 1.0 * gene_modifier + exogenous
root(s) photomorphog,,"increased demand of ,Light Intensity",,"root(s) photomorphog = prod(f(increased demand of , Light Intensity)) * 1.0 * gene_modifier + exogenous"
Splicing factors,,,,Splicing factors = 1.0 * 1.0 * gene_modifier + exogenous
induction of apical ,,photomorphogenesis,,induction of apical  = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
BBX31,,,,BBX31 = 1.0 * 1.0 * gene_modifier + exogenous
SUNLIGHT,,,,SUNLIGHT = 1.0 * 1.0 * gene_modifier + exogenous
transition from skot,,"SUNLIGHT,PHYTOCHROMES,treatment with radia,phy family of sensor,phytochrome A signal",,"transition from skot = prod(f(SUNLIGHT, PHYTOCHROMES, treatment with radia, phy family of sensor, phytochrome A signal)) * 1.0 * gene_modifier + exogenous"
LNK4,,,,LNK4 = 1.0 * 1.0 * gene_modifier + exogenous
RRC1,,,,RRC1 = 1.0 * 1.0 * gene_modifier + exogenous
seedling de-etiolati,,light signal,,seedling de-etiolati = prod(f(light signal)) * 1.0 * gene_modifier + exogenous
excessive photomorph,,,SPA1,excessive photomorph = 1.0 * prod(g(SPA1)) * gene_modifier + exogenous
PP6,,,,PP6 = 1.0 * 1.0 * gene_modifier + exogenous
ZMPIF5,,,,ZMPIF5 = 1.0 * 1.0 * gene_modifier + exogenous
ATCUL4,,,,ATCUL4 = 1.0 * 1.0 * gene_modifier + exogenous
YFP,,,,YFP = 1.0 * 1.0 * gene_modifier + exogenous
photomorphogenesis i,,"YFP,BRI1,ATUVR8",PIFS,"photomorphogenesis i = prod(f(YFP, BRI1, ATUVR8)) * prod(g(PIFS)) * gene_modifier + exogenous"
STO,,,,STO = 1.0 * 1.0 * gene_modifier + exogenous
constitutively photo,,,,constitutively photo = 1.0 * 1.0 * gene_modifier + exogenous
DRT111,,,,DRT111 = 1.0 * 1.0 * gene_modifier + exogenous
facets of the photom,,,PIF1,facets of the photom = 1.0 * prod(g(PIF1)) * gene_modifier + exogenous
far-red-light-depend,,,,far-red-light-depend = 1.0 * 1.0 * gene_modifier + exogenous
ATCOL3,,,,ATCOL3 = 1.0 * 1.0 * gene_modifier + exogenous
Phosphorylation of P,,,,Phosphorylation of P = 1.0 * 1.0 * gene_modifier + exogenous
ubiquitination and d,,COP1,,ubiquitination and d = prod(f(COP1)) * 1.0 * gene_modifier + exogenous
large-scale changes ,,photomorphogenesis,,large-scale changes  = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
Photomorphogenesis-p,,,DET1,Photomorphogenesis-p = 1.0 * prod(g(DET1)) * gene_modifier + exogenous
LNK3,,,,LNK3 = 1.0 * 1.0 * gene_modifier + exogenous
photomorphogenesis-p,,,COP1,photomorphogenesis-p = 1.0 * prod(g(COP1)) * gene_modifier + exogenous
REPRESSOR,,,,REPRESSOR = 1.0 * 1.0 * gene_modifier + exogenous
leaf development,,photomorphogenesis,,leaf development = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
COP/DET/FUS,,,,COP/DET/FUS = 1.0 * 1.0 * gene_modifier + exogenous
BBX30,,,,BBX30 = 1.0 * 1.0 * gene_modifier + exogenous
NC80,,,,NC80 = 1.0 * 1.0 * gene_modifier + exogenous
CRYPTOCHROME,,,,CRYPTOCHROME = 1.0 * 1.0 * gene_modifier + exogenous
ATMYB30,,,,ATMYB30 = 1.0 * 1.0 * gene_modifier + exogenous
HLH4,,,,HLH4 = 1.0 * 1.0 * gene_modifier + exogenous
GED1,,,,GED1 = 1.0 * 1.0 * gene_modifier + exogenous
Chlorophyll producti,,photomorphogenesis,,Chlorophyll producti = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
ULT,,,,ULT = 1.0 * 1.0 * gene_modifier + exogenous
EFO1,,,,EFO1 = 1.0 * 1.0 * gene_modifier + exogenous
RUP,,,,RUP = 1.0 * 1.0 * gene_modifier + exogenous
ATINO80,,,,ATINO80 = 1.0 * 1.0 * gene_modifier + exogenous
26S proteasome,,,,26S proteasome = 1.0 * 1.0 * gene_modifier + exogenous
A. thaliana photomor,,FIONA1,,A. thaliana photomor = prod(f(FIONA1)) * 1.0 * gene_modifier + exogenous
ERF,,,,ERF = 1.0 * 1.0 * gene_modifier + exogenous
ABI4,,,ERF,ABI4 = 1.0 * prod(g(ERF)) * gene_modifier + exogenous
transformations in m,,transition from skot,,transformations in m = prod(f(transition from skot)) * 1.0 * gene_modifier + exogenous
GATA1,,,,GATA1 = 1.0 * 1.0 * gene_modifier + exogenous
H2A,,,,H2A = 1.0 * 1.0 * gene_modifier + exogenous
cotyledon expansion ,,photomorphogenesis,,cotyledon expansion  = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
transcription factor,,,,transcription factor = 1.0 * 1.0 * gene_modifier + exogenous
ZMPIF4,,,,ZMPIF4 = 1.0 * 1.0 * gene_modifier + exogenous
photomorphogenesis t,,,BRS,photomorphogenesis t = 1.0 * prod(g(BRS)) * gene_modifier + exogenous
impaired photomorpho,,,,impaired photomorpho = 1.0 * 1.0 * gene_modifier + exogenous
Positive regulators ,,,DET1,Positive regulators  = 1.0 * prod(g(DET1)) * gene_modifier + exogenous
PIF1-PIF8,,,,PIF1-PIF8 = 1.0 * 1.0 * gene_modifier + exogenous
chloroplast differen,,photomorphogenesis,,chloroplast differen = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
photomorphogenesis-r,,HY5,,photomorphogenesis-r = prod(f(HY5)) * 1.0 * gene_modifier + exogenous
BBX29,,,,BBX29 = 1.0 * 1.0 * gene_modifier + exogenous
exaggerated photomor,,,COP1,exaggerated photomor = 1.0 * prod(g(COP1)) * gene_modifier + exogenous
gene(s) involved in ,,,"HY5,nf-yc triple mutants","gene(s) involved in  = 1.0 * prod(g(HY5, nf-yc triple mutants)) * gene_modifier + exogenous"
expanding leaf,,photomorphogenesis,,expanding leaf = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
positive photomorpho,,,,positive photomorpho = 1.0 * 1.0 * gene_modifier + exogenous
MUTANT,,,positive photomorpho,MUTANT = 1.0 * prod(g(positive photomorpho)) * gene_modifier + exogenous
MOS3,,,,MOS3 = 1.0 * 1.0 * gene_modifier + exogenous
cop/det/fus mutants,,,,cop/det/fus mutants = 1.0 * 1.0 * gene_modifier + exogenous
Phytochrome (P),,,,Phytochrome (P) = 1.0 * 1.0 * gene_modifier + exogenous
BBX25,,,,BBX25 = 1.0 * 1.0 * gene_modifier + exogenous
MDMAX2,,,,MDMAX2 = 1.0 * 1.0 * gene_modifier + exogenous
DET,,,,DET = 1.0 * 1.0 * gene_modifier + exogenous
Nitric oxides,,,,Nitric oxides = 1.0 * 1.0 * gene_modifier + exogenous
BBX22IR,,,,BBX22IR = 1.0 * 1.0 * gene_modifier + exogenous
LIP1,,,,LIP1 = 1.0 * 1.0 * gene_modifier + exogenous
CPD,,Auxin,,CPD = prod(f(Auxin)) * 1.0 * gene_modifier + exogenous
SHW1,,,,SHW1 = 1.0 * 1.0 * gene_modifier + exogenous
Blue-light-dependent,,,CRY1,Blue-light-dependent = 1.0 * prod(g(CRY1)) * gene_modifier + exogenous
Light-induced photom,,,,Light-induced photom = 1.0 * 1.0 * gene_modifier + exogenous
Chloroplast-located ,,Light-induced photom,,Chloroplast-located  = prod(f(Light-induced photom)) * 1.0 * gene_modifier + exogenous
CCE,,,,CCE = 1.0 * 1.0 * gene_modifier + exogenous
GUS,,,,GUS = 1.0 * 1.0 * gene_modifier + exogenous
UB,,,,UB = 1.0 * 1.0 * gene_modifier + exogenous
suppressed stem(s) e,,photomorphogenesis,,suppressed stem(s) e = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
phy family of sensor,,,,phy family of sensor = 1.0 * 1.0 * gene_modifier + exogenous
AHT1,,,,AHT1 = 1.0 * 1.0 * gene_modifier + exogenous
light signaling,,,,light signaling = 1.0 * 1.0 * gene_modifier + exogenous
nf-yc triple mutants,,,,nf-yc triple mutants = 1.0 * 1.0 * gene_modifier + exogenous
INHIBITOR,,,,INHIBITOR = 1.0 * 1.0 * gene_modifier + exogenous
PKL,,,,PKL = 1.0 * 1.0 * gene_modifier + exogenous
phytochrome A signal,,,,phytochrome A signal = 1.0 * 1.0 * gene_modifier + exogenous
altered seedling mor,,photomorphogenesis,,altered seedling mor = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
monochromatic light,,,,monochromatic light = 1.0 * 1.0 * gene_modifier + exogenous
Phosphorylation,,,,Phosphorylation = 1.0 * 1.0 * gene_modifier + exogenous
SEUSS,,,,SEUSS = 1.0 * 1.0 * gene_modifier + exogenous
key role in photomor,,,SEUSS,key role in photomor = 1.0 * prod(g(SEUSS)) * gene_modifier + exogenous
open and expanded co,,photomorphogenesis,,open and expanded co = prod(f(photomorphogenesis)) * 1.0 * gene_modifier + exogenous
Mutation of photorec,,,,Mutation of photorec = 1.0 * 1.0 * gene_modifier + exogenous
PIL1,,,,PIL1 = 1.0 * 1.0 * gene_modifier + exogenous
COP9,,,,COP9 = 1.0 * 1.0 * gene_modifier + exogenous
blue light-mediated ,,,LIP1,blue light-mediated  = 1.0 * prod(g(LIP1)) * gene_modifier + exogenous
COP1PIF,,,,COP1PIF = 1.0 * 1.0 * gene_modifier + exogenous
R-light,,,,R-light = 1.0 * 1.0 * gene_modifier + exogenous
