node,node_type,activators,inhibitors,formula
10-hydroxycamptothec,,,,10-hydroxycamptothec = 1.0 * 1.0 * gene_modifier + exogenous
Heterologous express,,,,Heterologous express = 1.0 * 1.0 * gene_modifier + exogenous
low-K signaling,,,,low-K signaling = 1.0 * 1.0 * gene_modifier + exogenous
Fny 2b protein(s),,,,Fny 2b protein(s) = 1.0 * 1.0 * gene_modifier + exogenous
Glyphosate treatment,,,,Glyphosate treatment = 1.0 * 1.0 * gene_modifier + exogenous
Metal mixtures,,,,Metal mixtures = 1.0 * 1.0 * gene_modifier + exogenous
Phosphate availabili,,,,Phosphate availabili = 1.0 * 1.0 * gene_modifier + exogenous
Trichoderma virens G,,,,Trichoderma virens G = 1.0 * 1.0 * gene_modifier + exogenous
DSBS,,,,DSBS = 1.0 * 1.0 * gene_modifier + exogenous
ATRAV2,,,,ATRAV2 = 1.0 * 1.0 * gene_modifier + exogenous
AS,,,,AS = 1.0 * 1.0 * gene_modifier + exogenous
AtGLR3.6 overexpress,,,,AtGLR3.6 overexpress = 1.0 * 1.0 * gene_modifier + exogenous
ATBHLH112,,,,ATBHLH112 = 1.0 * 1.0 * gene_modifier + exogenous
Phosphate concentrat,,,,Phosphate concentrat = 1.0 * 1.0 * gene_modifier + exogenous
WAK4,,,,WAK4 = 1.0 * 1.0 * gene_modifier + exogenous
TM,,,,TM = 1.0 * 1.0 * gene_modifier + exogenous
PYOCYANIN,,,,PYOCYANIN = 1.0 * 1.0 * gene_modifier + exogenous
35S::DcWOX12 transge,,,,35S::DcWOX12 transge = 1.0 * 1.0 * gene_modifier + exogenous
G3B,,,,G3B = 1.0 * 1.0 * gene_modifier + exogenous
TPLN188,,,,TPLN188 = 1.0 * 1.0 * gene_modifier + exogenous
CaCKX6 overexpressio,,,,CaCKX6 overexpressio = 1.0 * 1.0 * gene_modifier + exogenous
SD29,,,,SD29 = 1.0 * 1.0 * gene_modifier + exogenous
CLE3,,,,CLE3 = 1.0 * 1.0 * gene_modifier + exogenous
Low N,,,,Low N = 1.0 * 1.0 * gene_modifier + exogenous
AUX1,,,,AUX1 = 1.0 * 1.0 * gene_modifier + exogenous
increased genetic re,,,,increased genetic re = 1.0 * 1.0 * gene_modifier + exogenous
MARF16,,,,MARF16 = 1.0 * 1.0 * gene_modifier + exogenous
BACTERIA,,,,BACTERIA = 1.0 * 1.0 * gene_modifier + exogenous
Pi stress,,,,Pi stress = 1.0 * 1.0 * gene_modifier + exogenous
NAC,,,,NAC = 1.0 * 1.0 * gene_modifier + exogenous
GAPCP1,,,,GAPCP1 = 1.0 * 1.0 * gene_modifier + exogenous
copper stress,,,,copper stress = 1.0 * 1.0 * gene_modifier + exogenous
IAA8,,,,IAA8 = 1.0 * 1.0 * gene_modifier + exogenous
MSL1,,,,MSL1 = 1.0 * 1.0 * gene_modifier + exogenous
EIN2,,,,EIN2 = 1.0 * 1.0 * gene_modifier + exogenous
Gamma irradiation,,,,Gamma irradiation = 1.0 * 1.0 * gene_modifier + exogenous
Buffered P delivery,,,,Buffered P delivery = 1.0 * 1.0 * gene_modifier + exogenous
All eBL treatments,,,,All eBL treatments = 1.0 * 1.0 * gene_modifier + exogenous
Mild ionic stress,,,,Mild ionic stress = 1.0 * 1.0 * gene_modifier + exogenous
MIAA14,,,,MIAA14 = 1.0 * 1.0 * gene_modifier + exogenous
PUCHI,,,,PUCHI = 1.0 * 1.0 * gene_modifier + exogenous
Asymmetric cell divi,,,,Asymmetric cell divi = 1.0 * 1.0 * gene_modifier + exogenous
CuO NPs,,,,CuO NPs = 1.0 * 1.0 * gene_modifier + exogenous
NADPH,,,,NADPH = 1.0 * 1.0 * gene_modifier + exogenous
DMDS,,,,DMDS = 1.0 * 1.0 * gene_modifier + exogenous
β-estradiol,,,,β-estradiol = 1.0 * 1.0 * gene_modifier + exogenous
reactive oxygen spec,,,,reactive oxygen spec = 1.0 * 1.0 * gene_modifier + exogenous
CLE7,,,,CLE7 = 1.0 * 1.0 * gene_modifier + exogenous
5alpha-androstanedio,,,,5alpha-androstanedio = 1.0 * 1.0 * gene_modifier + exogenous
Hormone signaling,,,,Hormone signaling = 1.0 * 1.0 * gene_modifier + exogenous
MP7,,,,MP7 = 1.0 * 1.0 * gene_modifier + exogenous
BNNCED3,,,,BNNCED3 = 1.0 * 1.0 * gene_modifier + exogenous
SITOSTEROL,,,,SITOSTEROL = 1.0 * 1.0 * gene_modifier + exogenous
fewer root(s) (fwr),,,,fewer root(s) (fwr) = 1.0 * 1.0 * gene_modifier + exogenous
Trichoderma atroviri,,,,Trichoderma atroviri = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Eg,,,,Overexpression of Eg = 1.0 * 1.0 * gene_modifier + exogenous
Physical stimuli,,,,Physical stimuli = 1.0 * 1.0 * gene_modifier + exogenous
Nitrogen treatments,,,,Nitrogen treatments = 1.0 * 1.0 * gene_modifier + exogenous
ALKALINE,,,,ALKALINE = 1.0 * 1.0 * gene_modifier + exogenous
PHYE,,,,PHYE = 1.0 * 1.0 * gene_modifier + exogenous
P. mohnii,,,,P. mohnii = 1.0 * 1.0 * gene_modifier + exogenous
C treatments,,,,C treatments = 1.0 * 1.0 * gene_modifier + exogenous
Achromobacter sp.5B1,,,,Achromobacter sp.5B1 = 1.0 * 1.0 * gene_modifier + exogenous
LAX3,,,,LAX3 = 1.0 * 1.0 * gene_modifier + exogenous
PtrIAA14.1,,,,PtrIAA14.1 = 1.0 * 1.0 * gene_modifier + exogenous
Line A plant(s),,,,Line A plant(s) = 1.0 * 1.0 * gene_modifier + exogenous
Cell division,,,,Cell division = 1.0 * 1.0 * gene_modifier + exogenous
MCLE26PP7A,,,,MCLE26PP7A = 1.0 * 1.0 * gene_modifier + exogenous
ATSFL61,,,,ATSFL61 = 1.0 * 1.0 * gene_modifier + exogenous
MED21,,,,MED21 = 1.0 * 1.0 * gene_modifier + exogenous
ATTAS3,,,,ATTAS3 = 1.0 * 1.0 * gene_modifier + exogenous
H₂O₂,,,,H₂O₂ = 1.0 * 1.0 * gene_modifier + exogenous
Ionic effect,,,,Ionic effect = 1.0 * 1.0 * gene_modifier + exogenous
phosphate deficiency,,,,phosphate deficiency = 1.0 * 1.0 * gene_modifier + exogenous
ATMYB61,,,,ATMYB61 = 1.0 * 1.0 * gene_modifier + exogenous
ATECS1,,,,ATECS1 = 1.0 * 1.0 * gene_modifier + exogenous
MCLE26PG6A,,,,MCLE26PG6A = 1.0 * 1.0 * gene_modifier + exogenous
Pi- Suc- condition,,,,Pi- Suc- condition = 1.0 * 1.0 * gene_modifier + exogenous
plt3plt5plt7 triple ,,,,plt3plt5plt7 triple  = 1.0 * 1.0 * gene_modifier + exogenous
BcGRF8 overexpressio,,,,BcGRF8 overexpressio = 1.0 * 1.0 * gene_modifier + exogenous
endodermal file,,,,endodermal file = 1.0 * 1.0 * gene_modifier + exogenous
Trichoderma asperell,,,,Trichoderma asperell = 1.0 * 1.0 * gene_modifier + exogenous
Low B supply,,,,Low B supply = 1.0 * 1.0 * gene_modifier + exogenous
Periclinal divisions,,,,Periclinal divisions = 1.0 * 1.0 * gene_modifier + exogenous
CLE1,,,,CLE1 = 1.0 * 1.0 * gene_modifier + exogenous
Localized Fe supply,,,,Localized Fe supply = 1.0 * 1.0 * gene_modifier + exogenous
Localized nitrate tr,,,,Localized nitrate tr = 1.0 * 1.0 * gene_modifier + exogenous
CINAC4,,,,CINAC4 = 1.0 * 1.0 * gene_modifier + exogenous
VOC,,,,VOC = 1.0 * 1.0 * gene_modifier + exogenous
NUTRIENTS,,,,NUTRIENTS = 1.0 * 1.0 * gene_modifier + exogenous
shoot-derived signal,,,,shoot-derived signal = 1.0 * 1.0 * gene_modifier + exogenous
VVIMIR171D,,,,VVIMIR171D = 1.0 * 1.0 * gene_modifier + exogenous
AHL18,,,,AHL18 = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Ib,,,,overexpression of Ib = 1.0 * 1.0 * gene_modifier + exogenous
16 compounds,,,,16 compounds = 1.0 * 1.0 * gene_modifier + exogenous
ABCB4,,,,ABCB4 = 1.0 * 1.0 * gene_modifier + exogenous
localized ammonium s,,,,localized ammonium s = 1.0 * 1.0 * gene_modifier + exogenous
phosphate deficit,,,,phosphate deficit = 1.0 * 1.0 * gene_modifier + exogenous
Apoplastic amino aci,,,,Apoplastic amino aci = 1.0 * 1.0 * gene_modifier + exogenous
Stabilized DELLAs,,,,Stabilized DELLAs = 1.0 * 1.0 * gene_modifier + exogenous
GEF1,,,,GEF1 = 1.0 * 1.0 * gene_modifier + exogenous
PLD ZETA 1,,,,PLD ZETA 1 = 1.0 * 1.0 * gene_modifier + exogenous
PPA,,,,PPA = 1.0 * 1.0 * gene_modifier + exogenous
ATSUS2,,,,ATSUS2 = 1.0 * 1.0 * gene_modifier + exogenous
unexpected darkness,,,,unexpected darkness = 1.0 * 1.0 * gene_modifier + exogenous
30 keV 40Ar-ion irra,,,,30 keV 40Ar-ion irra = 1.0 * 1.0 * gene_modifier + exogenous
ANAC100,,,,ANAC100 = 1.0 * 1.0 * gene_modifier + exogenous
B. velezensis 83,,,,B. velezensis 83 = 1.0 * 1.0 * gene_modifier + exogenous
Phosphite treatment,,,,Phosphite treatment = 1.0 * 1.0 * gene_modifier + exogenous
AMT1,,,,AMT1 = 1.0 * 1.0 * gene_modifier + exogenous
SS101,,,,SS101 = 1.0 * 1.0 * gene_modifier + exogenous
BNACRF8,,,,BNACRF8 = 1.0 * 1.0 * gene_modifier + exogenous
PslRGA overexpressio,,,,PslRGA overexpressio = 1.0 * 1.0 * gene_modifier + exogenous
DARK,,,,DARK = 1.0 * 1.0 * gene_modifier + exogenous
ARSENIC,,,,ARSENIC = 1.0 * 1.0 * gene_modifier + exogenous
Klebsiella aerogenes,,,,Klebsiella aerogenes = 1.0 * 1.0 * gene_modifier + exogenous
root(s) shading,,,,root(s) shading = 1.0 * 1.0 * gene_modifier + exogenous
ROP9,,,,ROP9 = 1.0 * 1.0 * gene_modifier + exogenous
ATCAX4,,,,ATCAX4 = 1.0 * 1.0 * gene_modifier + exogenous
300muM melatonin,,,,300muM melatonin = 1.0 * 1.0 * gene_modifier + exogenous
P provision,,,,P provision = 1.0 * 1.0 * gene_modifier + exogenous
methylation level of,,,,methylation level of = 1.0 * 1.0 * gene_modifier + exogenous
compound 6,,,,compound 6 = 1.0 * 1.0 * gene_modifier + exogenous
BCGRF8,,,,BCGRF8 = 1.0 * 1.0 * gene_modifier + exogenous
LDIMER,,,,LDIMER = 1.0 * 1.0 * gene_modifier + exogenous
DSPTP1E,,,,DSPTP1E = 1.0 * 1.0 * gene_modifier + exogenous
C16,,,,C16 = 1.0 * 1.0 * gene_modifier + exogenous
ASV,,,,ASV = 1.0 * 1.0 * gene_modifier + exogenous
ATSTOP1,,,,ATSTOP1 = 1.0 * 1.0 * gene_modifier + exogenous
1-napthylphthalamic ,,,,1-napthylphthalamic  = 1.0 * 1.0 * gene_modifier + exogenous
METHANE,,,,METHANE = 1.0 * 1.0 * gene_modifier + exogenous
AGNO3,,,,AGNO3 = 1.0 * 1.0 * gene_modifier + exogenous
PeNLP8 overexpressio,,,,PeNLP8 overexpressio = 1.0 * 1.0 * gene_modifier + exogenous
Bipolaris sorokinian,,,,Bipolaris sorokinian = 1.0 * 1.0 * gene_modifier + exogenous
reduced interaction,,,,reduced interaction = 1.0 * 1.0 * gene_modifier + exogenous
IAOX,,,,IAOX = 1.0 * 1.0 * gene_modifier + exogenous
addition of 1 mM Urd,,,,addition of 1 mM Urd = 1.0 * 1.0 * gene_modifier + exogenous
plant-fungus interac,,,,plant-fungus interac = 1.0 * 1.0 * gene_modifier + exogenous
synthetic coumarins,,,,synthetic coumarins = 1.0 * 1.0 * gene_modifier + exogenous
Abscisic Acid Signal,,,,Abscisic Acid Signal = 1.0 * 1.0 * gene_modifier + exogenous
MYB93,,,,MYB93 = 1.0 * 1.0 * gene_modifier + exogenous
CALLOSE,,,,CALLOSE = 1.0 * 1.0 * gene_modifier + exogenous
Pi+ Suc- condition,,,,Pi+ Suc- condition = 1.0 * 1.0 * gene_modifier + exogenous
Pb complexed with CH,,,,Pb complexed with CH = 1.0 * 1.0 * gene_modifier + exogenous
Family 77 glycosidas,,,,Family 77 glycosidas = 1.0 * 1.0 * gene_modifier + exogenous
CARNOSINE,,,,CARNOSINE = 1.0 * 1.0 * gene_modifier + exogenous
OCT1,,,,OCT1 = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Md,,,,overexpression of Md = 1.0 * 1.0 * gene_modifier + exogenous
Unknown isolate,,,,Unknown isolate = 1.0 * 1.0 * gene_modifier + exogenous
low phosphate-resist,,,,low phosphate-resist = 1.0 * 1.0 * gene_modifier + exogenous
disruption of multip,,,,disruption of multip = 1.0 * 1.0 * gene_modifier + exogenous
Endocytic traffickin,,,,Endocytic traffickin = 1.0 * 1.0 * gene_modifier + exogenous
CLE27P,,,,CLE27P = 1.0 * 1.0 * gene_modifier + exogenous
arf10arf16 double mu,,,,arf10arf16 double mu = 1.0 * 1.0 * gene_modifier + exogenous
NTRC,,,,NTRC = 1.0 * 1.0 * gene_modifier + exogenous
Pseudomonas simiae,,,,Pseudomonas simiae = 1.0 * 1.0 * gene_modifier + exogenous
Absence of SLs,,,,Absence of SLs = 1.0 * 1.0 * gene_modifier + exogenous
JcERF035-overexpress,,,,JcERF035-overexpress = 1.0 * 1.0 * gene_modifier + exogenous
HAM1,,,,HAM1 = 1.0 * 1.0 * gene_modifier + exogenous
FLG22417,,,,FLG22417 = 1.0 * 1.0 * gene_modifier + exogenous
ZINC,,,,ZINC = 1.0 * 1.0 * gene_modifier + exogenous
GPXS,,,,GPXS = 1.0 * 1.0 * gene_modifier + exogenous
increasing NaCl leve,,,,increasing NaCl leve = 1.0 * 1.0 * gene_modifier + exogenous
ABCB29,,,,ABCB29 = 1.0 * 1.0 * gene_modifier + exogenous
CANAC46,,,,CANAC46 = 1.0 * 1.0 * gene_modifier + exogenous
NR,,,,NR = 1.0 * 1.0 * gene_modifier + exogenous
low nutrients,,,,low nutrients = 1.0 * 1.0 * gene_modifier + exogenous
Mean fluorescence in,,,,Mean fluorescence in = 1.0 * 1.0 * gene_modifier + exogenous
DEI1,,,,DEI1 = 1.0 * 1.0 * gene_modifier + exogenous
TOLS2,,,,TOLS2 = 1.0 * 1.0 * gene_modifier + exogenous
2-undecanone-exposed,,,,2-undecanone-exposed = 1.0 * 1.0 * gene_modifier + exogenous
TaMOR overexpression,,,,TaMOR overexpression = 1.0 * 1.0 * gene_modifier + exogenous
BPCS,,,,BPCS = 1.0 * 1.0 * gene_modifier + exogenous
DELTANYDA1,,,,DELTANYDA1 = 1.0 * 1.0 * gene_modifier + exogenous
Localized dexamethas,,,,Localized dexamethas = 1.0 * 1.0 * gene_modifier + exogenous
ATIAA17,,,,ATIAA17 = 1.0 * 1.0 * gene_modifier + exogenous
ATBAK1,,,,ATBAK1 = 1.0 * 1.0 * gene_modifier + exogenous
NSAID,,,,NSAID = 1.0 * 1.0 * gene_modifier + exogenous
PSKR,,,,PSKR = 1.0 * 1.0 * gene_modifier + exogenous
L4,,,,L4 = 1.0 * 1.0 * gene_modifier + exogenous
AIR12,,,,AIR12 = 1.0 * 1.0 * gene_modifier + exogenous
endocytic pathways,,,,endocytic pathways = 1.0 * 1.0 * gene_modifier + exogenous
Zn excess (75 μM; Zn,,,,Zn excess (75 μM; Zn = 1.0 * 1.0 * gene_modifier + exogenous
GLV6,,,,GLV6 = 1.0 * 1.0 * gene_modifier + exogenous
ATIRT1,,,,ATIRT1 = 1.0 * 1.0 * gene_modifier + exogenous
TSI4,,,,TSI4 = 1.0 * 1.0 * gene_modifier + exogenous
Growing plant(s) on ,,,,Growing plant(s) on  = 1.0 * 1.0 * gene_modifier + exogenous
Metarhizium robertsi,,,,Metarhizium robertsi = 1.0 * 1.0 * gene_modifier + exogenous
sbt3.8 loss-of-funct,,,,sbt3.8 loss-of-funct = 1.0 * 1.0 * gene_modifier + exogenous
ATCSN1,,,,ATCSN1 = 1.0 * 1.0 * gene_modifier + exogenous
Synthetic coumarin d,,,,Synthetic coumarin d = 1.0 * 1.0 * gene_modifier + exogenous
Target gene(s),,,,Target gene(s) = 1.0 * 1.0 * gene_modifier + exogenous
PS01,,,,PS01 = 1.0 * 1.0 * gene_modifier + exogenous
JCERF035,,,,JCERF035 = 1.0 * 1.0 * gene_modifier + exogenous
NH(4,,,,NH(4 = 1.0 * 1.0 * gene_modifier + exogenous
low nitrate concentr,,,,low nitrate concentr = 1.0 * 1.0 * gene_modifier + exogenous
R59022,,,,R59022 = 1.0 * 1.0 * gene_modifier + exogenous
new root(s) meristem,,,,new root(s) meristem = 1.0 * 1.0 * gene_modifier + exogenous
PULEGONE,,,,PULEGONE = 1.0 * 1.0 * gene_modifier + exogenous
RGI,,,,RGI = 1.0 * 1.0 * gene_modifier + exogenous
ALMT1,,,,ALMT1 = 1.0 * 1.0 * gene_modifier + exogenous
nitrate transport,,,,nitrate transport = 1.0 * 1.0 * gene_modifier + exogenous
DEX,,,,DEX = 1.0 * 1.0 * gene_modifier + exogenous
EARTHWORMS,,,,EARTHWORMS = 1.0 * 1.0 * gene_modifier + exogenous
IAA28,,,,IAA28 = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of ta,,,,overexpression of ta = 1.0 * 1.0 * gene_modifier + exogenous
PP,,,,PP = 1.0 * 1.0 * gene_modifier + exogenous
CRISPR,,,,CRISPR = 1.0 * 1.0 * gene_modifier + exogenous
osmotic pressure,,,,osmotic pressure = 1.0 * 1.0 * gene_modifier + exogenous
Rose bengal,,,,Rose bengal = 1.0 * 1.0 * gene_modifier + exogenous
Unidentified isolate,,,,Unidentified isolate = 1.0 * 1.0 * gene_modifier + exogenous
DEWAX,,,,DEWAX = 1.0 * 1.0 * gene_modifier + exogenous
VI,,,,VI = 1.0 * 1.0 * gene_modifier + exogenous
ATNGR2,,,,ATNGR2 = 1.0 * 1.0 * gene_modifier + exogenous
P-limiting condition,,,,P-limiting condition = 1.0 * 1.0 * gene_modifier + exogenous
SMB,,,,SMB = 1.0 * 1.0 * gene_modifier + exogenous
YUC9,,,,YUC9 = 1.0 * 1.0 * gene_modifier + exogenous
M. hyalina,,,,M. hyalina = 1.0 * 1.0 * gene_modifier + exogenous
WCS365,,,,WCS365 = 1.0 * 1.0 * gene_modifier + exogenous
RLK7,,,,RLK7 = 1.0 * 1.0 * gene_modifier + exogenous
IAA13,,,,IAA13 = 1.0 * 1.0 * gene_modifier + exogenous
HSL,,,,HSL = 1.0 * 1.0 * gene_modifier + exogenous
Hanseniaspora opunti,,,,Hanseniaspora opunti = 1.0 * 1.0 * gene_modifier + exogenous
ABCG18,,,,ABCG18 = 1.0 * 1.0 * gene_modifier + exogenous
B. megaterium,,,,B. megaterium = 1.0 * 1.0 * gene_modifier + exogenous
PHL,,,,PHL = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Os,,,,Overexpression of Os = 1.0 * 1.0 * gene_modifier + exogenous
Defect in plastid fu,,,,Defect in plastid fu = 1.0 * 1.0 * gene_modifier + exogenous
ATILP,,,,ATILP = 1.0 * 1.0 * gene_modifier + exogenous
BRON,,,,BRON = 1.0 * 1.0 * gene_modifier + exogenous
3-3-2 tetramines,,,,3-3-2 tetramines = 1.0 * 1.0 * gene_modifier + exogenous
8-bromo-cGMP,,,,8-bromo-cGMP = 1.0 * 1.0 * gene_modifier + exogenous
AHP6,,,,AHP6 = 1.0 * 1.0 * gene_modifier + exogenous
EXPANSINS,,,,EXPANSINS = 1.0 * 1.0 * gene_modifier + exogenous
PENAC1,,,,PENAC1 = 1.0 * 1.0 * gene_modifier + exogenous
BIG,,,,BIG = 1.0 * 1.0 * gene_modifier + exogenous
Higher order mutants,,,,Higher order mutants = 1.0 * 1.0 * gene_modifier + exogenous
pteridic acids,,,,pteridic acids = 1.0 * 1.0 * gene_modifier + exogenous
rhizobacteria n,,,,rhizobacteria n = 1.0 * 1.0 * gene_modifier + exogenous
MIR399B,,,,MIR399B = 1.0 * 1.0 * gene_modifier + exogenous
Exogenous applicatio,,,,Exogenous applicatio = 1.0 * 1.0 * gene_modifier + exogenous
CYP79A2,,,,CYP79A2 = 1.0 * 1.0 * gene_modifier + exogenous
ATCTR1,,,,ATCTR1 = 1.0 * 1.0 * gene_modifier + exogenous
P. lurida,,,,P. lurida = 1.0 * 1.0 * gene_modifier + exogenous
ATXTH19,,,,ATXTH19 = 1.0 * 1.0 * gene_modifier + exogenous
high phosphate,,,,high phosphate = 1.0 * 1.0 * gene_modifier + exogenous
aspergimarins A-F,,,,aspergimarins A-F = 1.0 * 1.0 * gene_modifier + exogenous
CMTCP20,,,,CMTCP20 = 1.0 * 1.0 * gene_modifier + exogenous
EMB30,,,,EMB30 = 1.0 * 1.0 * gene_modifier + exogenous
ANAC091,,,,ANAC091 = 1.0 * 1.0 * gene_modifier + exogenous
High C:N ratios,,,,High C:N ratios = 1.0 * 1.0 * gene_modifier + exogenous
Local activation of ,,,,Local activation of  = 1.0 * 1.0 * gene_modifier + exogenous
C10-HSL,,,,C10-HSL = 1.0 * 1.0 * gene_modifier + exogenous
CU50,,,,CU50 = 1.0 * 1.0 * gene_modifier + exogenous
rhizobacteria L,,,,rhizobacteria L = 1.0 * 1.0 * gene_modifier + exogenous
KT,,,,KT = 1.0 * 1.0 * gene_modifier + exogenous
K(+) shortage,,,,K(+) shortage = 1.0 * 1.0 * gene_modifier + exogenous
APEM10,,,,APEM10 = 1.0 * 1.0 * gene_modifier + exogenous
StDRO1 expression,,,,StDRO1 expression = 1.0 * 1.0 * gene_modifier + exogenous
VC,,,,VC = 1.0 * 1.0 * gene_modifier + exogenous
MIR167A,,,,MIR167A = 1.0 * 1.0 * gene_modifier + exogenous
COLD,,,,COLD = 1.0 * 1.0 * gene_modifier + exogenous
NLS,,,,NLS = 1.0 * 1.0 * gene_modifier + exogenous
Low levels of exogen,,,,Low levels of exogen = 1.0 * 1.0 * gene_modifier + exogenous
LSH8,,,,LSH8 = 1.0 * 1.0 * gene_modifier + exogenous
BARK1,,,,BARK1 = 1.0 * 1.0 * gene_modifier + exogenous
3-3-5 tetramines,,,,3-3-5 tetramines = 1.0 * 1.0 * gene_modifier + exogenous
TaNAC1 overexpressio,,,,TaNAC1 overexpressio = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Zm,,,,overexpression of Zm = 1.0 * 1.0 * gene_modifier + exogenous
higher stress levels,,,,higher stress levels = 1.0 * 1.0 * gene_modifier + exogenous
GmNAC004 transgenic ,,,,GmNAC004 transgenic  = 1.0 * 1.0 * gene_modifier + exogenous
Compound 5,,,,Compound 5 = 1.0 * 1.0 * gene_modifier + exogenous
NF-YA8,,,,NF-YA8 = 1.0 * 1.0 * gene_modifier + exogenous
BURKHOLDERIA,,,,BURKHOLDERIA = 1.0 * 1.0 * gene_modifier + exogenous
transgenic VHb A. th,,,,transgenic VHb A. th = 1.0 * 1.0 * gene_modifier + exogenous
NES,,,,NES = 1.0 * 1.0 * gene_modifier + exogenous
YC7007,,,,YC7007 = 1.0 * 1.0 * gene_modifier + exogenous
lack of nitrate,,,,lack of nitrate = 1.0 * 1.0 * gene_modifier + exogenous
E-64 cysteine-protea,,,,E-64 cysteine-protea = 1.0 * 1.0 * gene_modifier + exogenous
plant(s) expansin,,,,plant(s) expansin = 1.0 * 1.0 * gene_modifier + exogenous
short-term low light,,,,short-term low light = 1.0 * 1.0 * gene_modifier + exogenous
Apoplastic acidifica,,,,Apoplastic acidifica = 1.0 * 1.0 * gene_modifier + exogenous
DC3000,,,,DC3000 = 1.0 * 1.0 * gene_modifier + exogenous
cell expansion,,,,cell expansion = 1.0 * 1.0 * gene_modifier + exogenous
increased accumulati,,,,increased accumulati = 1.0 * 1.0 * gene_modifier + exogenous
CGMP,,,,CGMP = 1.0 * 1.0 * gene_modifier + exogenous
ARAC4,,,,ARAC4 = 1.0 * 1.0 * gene_modifier + exogenous
IPyA Analogs,,,,IPyA Analogs = 1.0 * 1.0 * gene_modifier + exogenous
C12,,,,C12 = 1.0 * 1.0 * gene_modifier + exogenous
Wild-type A. thalian,,,,Wild-type A. thalian = 1.0 * 1.0 * gene_modifier + exogenous
CDC27B,,,,CDC27B = 1.0 * 1.0 * gene_modifier + exogenous
CaM-IQMs,,,,CaM-IQMs = 1.0 * 1.0 * gene_modifier + exogenous
NH₄⁺,,,,NH₄⁺ = 1.0 * 1.0 * gene_modifier + exogenous
PGMADS44,,,,PGMADS44 = 1.0 * 1.0 * gene_modifier + exogenous
AMIGORBR,,,,AMIGORBR = 1.0 * 1.0 * gene_modifier + exogenous
ATWRKY29,,,,ATWRKY29 = 1.0 * 1.0 * gene_modifier + exogenous
phytochrome D,,,,phytochrome D = 1.0 * 1.0 * gene_modifier + exogenous
L7,,,,L7 = 1.0 * 1.0 * gene_modifier + exogenous
subtle defects,,,,subtle defects = 1.0 * 1.0 * gene_modifier + exogenous
UGT76C2,,,,UGT76C2 = 1.0 * 1.0 * gene_modifier + exogenous
Increasing number of,,,,Increasing number of = 1.0 * 1.0 * gene_modifier + exogenous
APO14,,,,APO14 = 1.0 * 1.0 * gene_modifier + exogenous
R. solanacearum infe,,,,R. solanacearum infe = 1.0 * 1.0 * gene_modifier + exogenous
Cu treatment,,,,Cu treatment = 1.0 * 1.0 * gene_modifier + exogenous
Sequence of events,,,,Sequence of events = 1.0 * 1.0 * gene_modifier + exogenous
Mild nitrogen defici,,,,Mild nitrogen defici = 1.0 * 1.0 * gene_modifier + exogenous
TIBA,,,,TIBA = 1.0 * 1.0 * gene_modifier + exogenous
GBETAGAMMA1,,,,GBETAGAMMA1 = 1.0 * 1.0 * gene_modifier + exogenous
TaPP2AbB-alpha,,,,TaPP2AbB-alpha = 1.0 * 1.0 * gene_modifier + exogenous
Constitutive GhNAC2 ,,,,Constitutive GhNAC2  = 1.0 * 1.0 * gene_modifier + exogenous
CLE16,,,,CLE16 = 1.0 * 1.0 * gene_modifier + exogenous
Twenty four compound,,,,Twenty four compound = 1.0 * 1.0 * gene_modifier + exogenous
ARABIDILLO-1,,,,ARABIDILLO-1 = 1.0 * 1.0 * gene_modifier + exogenous
KINETIN,,,,KINETIN = 1.0 * 1.0 * gene_modifier + exogenous
salinity stress,,,,salinity stress = 1.0 * 1.0 * gene_modifier + exogenous
100 mM salt stress,,,,100 mM salt stress = 1.0 * 1.0 * gene_modifier + exogenous
Co-cultivation of A.,,,,Co-cultivation of A. = 1.0 * 1.0 * gene_modifier + exogenous
CLE17,,,,CLE17 = 1.0 * 1.0 * gene_modifier + exogenous
over-expression of m,,,,over-expression of m = 1.0 * 1.0 * gene_modifier + exogenous
GB03,,,,GB03 = 1.0 * 1.0 * gene_modifier + exogenous
yda1 mutants,,,,yda1 mutants = 1.0 * 1.0 * gene_modifier + exogenous
ATHKT1,,,,ATHKT1 = 1.0 * 1.0 * gene_modifier + exogenous
Al toxicity,,,,Al toxicity = 1.0 * 1.0 * gene_modifier + exogenous
N-decanoyl-L-homoser,,,,N-decanoyl-L-homoser = 1.0 * 1.0 * gene_modifier + exogenous
high concentrations ,,,,high concentrations  = 1.0 * 1.0 * gene_modifier + exogenous
MIRMAN,,,,MIRMAN = 1.0 * 1.0 * gene_modifier + exogenous
Low Mg,,,,Low Mg = 1.0 * 1.0 * gene_modifier + exogenous
expressing stabilize,,,,expressing stabilize = 1.0 * 1.0 * gene_modifier + exogenous
AtAucsia-1 mutation,,,,AtAucsia-1 mutation = 1.0 * 1.0 * gene_modifier + exogenous
0.1 μg ml-1 Tm,,,,0.1 μg ml-1 Tm = 1.0 * 1.0 * gene_modifier + exogenous
