node,node_type,activators,inhibitors,formula
β-estradiol,,,,β-estradiol = gene_modifier + exogenous_supply
reactive oxygen spec,,,,reactive oxygen spec = gene_modifier + exogenous_supply
CLE7,,,,CLE7 = gene_modifier + exogenous_supply
5alpha-androstanedio,,,,5alpha-androstanedio = gene_modifier + exogenous_supply
Hormone signaling,,,,Hormone signaling = gene_modifier + exogenous_supply
MP7,,,,MP7 = gene_modifier + exogenous_supply
BNNCED3,,,,BNNCED3 = gene_modifier + exogenous_supply
SITOSTEROL,,,,SITOSTEROL = gene_modifier + exogenous_supply
fewer root(s) (fwr),,,,fewer root(s) (fwr) = gene_modifier + exogenous_supply
Trichoderma atroviri,,,,Trichoderma atroviri = gene_modifier + exogenous_supply
Overexpression of Eg,,,,Overexpression of Eg = gene_modifier + exogenous_supply
Physical stimuli,,,,Physical stimuli = gene_modifier + exogenous_supply
Nitrogen treatments,,,,Nitrogen treatments = gene_modifier + exogenous_supply
ALKALINE,,,,ALKALINE = gene_modifier + exogenous_supply
PHYE,,,,PHYE = gene_modifier + exogenous_supply
P. mohnii,,,,P. mohnii = gene_modifier + exogenous_supply
C treatments,,,,C treatments = gene_modifier + exogenous_supply
Achromobacter sp.5B1,,,,Achromobacter sp.5B1 = gene_modifier + exogenous_supply
LAX3,,,,LAX3 = gene_modifier + exogenous_supply
PtrIAA14.1,,,,PtrIAA14.1 = gene_modifier + exogenous_supply
Line A plant(s),,,,Line A plant(s) = gene_modifier + exogenous_supply
Cell division,,,,Cell division = gene_modifier + exogenous_supply
MCLE26PP7A,,,,MCLE26PP7A = gene_modifier + exogenous_supply
ATSFL61,,,,ATSFL61 = gene_modifier + exogenous_supply
MED21,,,,MED21 = gene_modifier + exogenous_supply
ATTAS3,,,,ATTAS3 = gene_modifier + exogenous_supply
H₂O₂,,,,H₂O₂ = gene_modifier + exogenous_supply
Ionic effect,,,,Ionic effect = gene_modifier + exogenous_supply
phosphate deficiency,,,,phosphate deficiency = gene_modifier + exogenous_supply
ATMYB61,,,,ATMYB61 = gene_modifier + exogenous_supply
ATECS1,,,,ATECS1 = gene_modifier + exogenous_supply
MCLE26PG6A,,,,MCLE26PG6A = gene_modifier + exogenous_supply
Pi- Suc- condition,,,,Pi- Suc- condition = gene_modifier + exogenous_supply
plt3plt5plt7 triple ,,,,plt3plt5plt7 triple  = gene_modifier + exogenous_supply
BcGRF8 overexpressio,,,,BcGRF8 overexpressio = gene_modifier + exogenous_supply
endodermal file,,,,endodermal file = gene_modifier + exogenous_supply
Trichoderma asperell,,,,Trichoderma asperell = gene_modifier + exogenous_supply
Low B supply,,,,Low B supply = gene_modifier + exogenous_supply
Periclinal divisions,,,,Periclinal divisions = gene_modifier + exogenous_supply
CLE1,,,,CLE1 = gene_modifier + exogenous_supply
Localized Fe supply,,,,Localized Fe supply = gene_modifier + exogenous_supply
Localized nitrate tr,,,,Localized nitrate tr = gene_modifier + exogenous_supply
CINAC4,,,,CINAC4 = gene_modifier + exogenous_supply
VOC,,,,VOC = gene_modifier + exogenous_supply
NUTRIENTS,,,,NUTRIENTS = gene_modifier + exogenous_supply
shoot-derived signal,,,,shoot-derived signal = gene_modifier + exogenous_supply
VVIMIR171D,,,,VVIMIR171D = gene_modifier + exogenous_supply
AHL18,,,,AHL18 = gene_modifier + exogenous_supply
overexpression of Ib,,,,overexpression of Ib = gene_modifier + exogenous_supply
16 compounds,,,,16 compounds = gene_modifier + exogenous_supply
ABCB4,,,,ABCB4 = gene_modifier + exogenous_supply
localized ammonium s,,,,localized ammonium s = gene_modifier + exogenous_supply
phosphate deficit,,,,phosphate deficit = gene_modifier + exogenous_supply
Apoplastic amino aci,,,,Apoplastic amino aci = gene_modifier + exogenous_supply
Stabilized DELLAs,,,,Stabilized DELLAs = gene_modifier + exogenous_supply
GEF1,,,,GEF1 = gene_modifier + exogenous_supply
PLD ZETA 1,,,,PLD ZETA 1 = gene_modifier + exogenous_supply
PPA,,,,PPA = gene_modifier + exogenous_supply
ATSUS2,,,,ATSUS2 = gene_modifier + exogenous_supply
unexpected darkness,,,,unexpected darkness = gene_modifier + exogenous_supply
30 keV 40Ar-ion irra,,,,30 keV 40Ar-ion irra = gene_modifier + exogenous_supply
ANAC100,,,,ANAC100 = gene_modifier + exogenous_supply
B. velezensis 83,,,,B. velezensis 83 = gene_modifier + exogenous_supply
Phosphite treatment,,,,Phosphite treatment = gene_modifier + exogenous_supply
AMT1,,,,AMT1 = gene_modifier + exogenous_supply
SS101,,,,SS101 = gene_modifier + exogenous_supply
BNACRF8,,,,BNACRF8 = gene_modifier + exogenous_supply
PslRGA overexpressio,,,,PslRGA overexpressio = gene_modifier + exogenous_supply
DARK,,,,DARK = gene_modifier + exogenous_supply
ARSENIC,,,,ARSENIC = gene_modifier + exogenous_supply
Klebsiella aerogenes,,,,Klebsiella aerogenes = gene_modifier + exogenous_supply
root(s) shading,,,,root(s) shading = gene_modifier + exogenous_supply
ROP9,,,,ROP9 = gene_modifier + exogenous_supply
ATCAX4,,,,ATCAX4 = gene_modifier + exogenous_supply
300muM melatonin,,,,300muM melatonin = gene_modifier + exogenous_supply
P provision,,,,P provision = gene_modifier + exogenous_supply
methylation level of,,,,methylation level of = gene_modifier + exogenous_supply
compound 6,,,,compound 6 = gene_modifier + exogenous_supply
BCGRF8,,,,BCGRF8 = gene_modifier + exogenous_supply
LDIMER,,,,LDIMER = gene_modifier + exogenous_supply
DSPTP1E,,,,DSPTP1E = gene_modifier + exogenous_supply
C16,,,,C16 = gene_modifier + exogenous_supply
ASV,,,,ASV = gene_modifier + exogenous_supply
ATSTOP1,,,,ATSTOP1 = gene_modifier + exogenous_supply
1-napthylphthalamic ,,,,1-napthylphthalamic  = gene_modifier + exogenous_supply
METHANE,,,,METHANE = gene_modifier + exogenous_supply
AGNO3,,,,AGNO3 = gene_modifier + exogenous_supply
PeNLP8 overexpressio,,,,PeNLP8 overexpressio = gene_modifier + exogenous_supply
Bipolaris sorokinian,,,,Bipolaris sorokinian = gene_modifier + exogenous_supply
reduced interaction,,,,reduced interaction = gene_modifier + exogenous_supply
IAOX,,,,IAOX = gene_modifier + exogenous_supply
addition of 1 mM Urd,,,,addition of 1 mM Urd = gene_modifier + exogenous_supply
plant-fungus interac,,,,plant-fungus interac = gene_modifier + exogenous_supply
synthetic coumarins,,,,synthetic coumarins = gene_modifier + exogenous_supply
Abscisic Acid Signal,,,,Abscisic Acid Signal = gene_modifier + exogenous_supply
MYB93,,,,MYB93 = gene_modifier + exogenous_supply
CALLOSE,,,,CALLOSE = gene_modifier + exogenous_supply
Pi+ Suc- condition,,,,Pi+ Suc- condition = gene_modifier + exogenous_supply
Pb complexed with CH,,,,Pb complexed with CH = gene_modifier + exogenous_supply
Family 77 glycosidas,,,,Family 77 glycosidas = gene_modifier + exogenous_supply
CARNOSINE,,,,CARNOSINE = gene_modifier + exogenous_supply
OCT1,,,,OCT1 = gene_modifier + exogenous_supply
overexpression of Md,,,,overexpression of Md = gene_modifier + exogenous_supply
Unknown isolate,,,,Unknown isolate = gene_modifier + exogenous_supply
low phosphate-resist,,,,low phosphate-resist = gene_modifier + exogenous_supply
disruption of multip,,,,disruption of multip = gene_modifier + exogenous_supply
Endocytic traffickin,,,,Endocytic traffickin = gene_modifier + exogenous_supply
CLE27P,,,,CLE27P = gene_modifier + exogenous_supply
arf10arf16 double mu,,,,arf10arf16 double mu = gene_modifier + exogenous_supply
NTRC,,,,NTRC = gene_modifier + exogenous_supply
Pseudomonas simiae,,,,Pseudomonas simiae = gene_modifier + exogenous_supply
Absence of SLs,,,,Absence of SLs = gene_modifier + exogenous_supply
JcERF035-overexpress,,,,JcERF035-overexpress = gene_modifier + exogenous_supply
HAM1,,,,HAM1 = gene_modifier + exogenous_supply
FLG22417,,,,FLG22417 = gene_modifier + exogenous_supply
ZINC,,,,ZINC = gene_modifier + exogenous_supply
GPXS,,,,GPXS = gene_modifier + exogenous_supply
increasing NaCl leve,,,,increasing NaCl leve = gene_modifier + exogenous_supply
ABCB29,,,,ABCB29 = gene_modifier + exogenous_supply
CANAC46,,,,CANAC46 = gene_modifier + exogenous_supply
NR,,,,NR = gene_modifier + exogenous_supply
low nutrients,,,,low nutrients = gene_modifier + exogenous_supply
Mean fluorescence in,,,,Mean fluorescence in = gene_modifier + exogenous_supply
DEI1,,,,DEI1 = gene_modifier + exogenous_supply
TOLS2,,,,TOLS2 = gene_modifier + exogenous_supply
2-undecanone-exposed,,,,2-undecanone-exposed = gene_modifier + exogenous_supply
TaMOR overexpression,,,,TaMOR overexpression = gene_modifier + exogenous_supply
BPCS,,,,BPCS = gene_modifier + exogenous_supply
DELTANYDA1,,,,DELTANYDA1 = gene_modifier + exogenous_supply
Localized dexamethas,,,,Localized dexamethas = gene_modifier + exogenous_supply
ATIAA17,,,,ATIAA17 = gene_modifier + exogenous_supply
ATBAK1,,,,ATBAK1 = gene_modifier + exogenous_supply
NSAID,,,,NSAID = gene_modifier + exogenous_supply
PSKR,,,,PSKR = gene_modifier + exogenous_supply
L4,,,,L4 = gene_modifier + exogenous_supply
AIR12,,,,AIR12 = gene_modifier + exogenous_supply
endocytic pathways,,,,endocytic pathways = gene_modifier + exogenous_supply
Zn excess (75 μM; Zn,,,,Zn excess (75 μM; Zn = gene_modifier + exogenous_supply
GLV6,,,,GLV6 = gene_modifier + exogenous_supply
ATIRT1,,,,ATIRT1 = gene_modifier + exogenous_supply
TSI4,,,,TSI4 = gene_modifier + exogenous_supply
Growing plant(s) on ,,,,Growing plant(s) on  = gene_modifier + exogenous_supply
Metarhizium robertsi,,,,Metarhizium robertsi = gene_modifier + exogenous_supply
sbt3.8 loss-of-funct,,,,sbt3.8 loss-of-funct = gene_modifier + exogenous_supply
ATCSN1,,,,ATCSN1 = gene_modifier + exogenous_supply
Synthetic coumarin d,,,,Synthetic coumarin d = gene_modifier + exogenous_supply
Target gene(s),,,,Target gene(s) = gene_modifier + exogenous_supply
PS01,,,,PS01 = gene_modifier + exogenous_supply
JCERF035,,,,JCERF035 = gene_modifier + exogenous_supply
NH(4,,,,NH(4 = gene_modifier + exogenous_supply
low nitrate concentr,,,,low nitrate concentr = gene_modifier + exogenous_supply
R59022,,,,R59022 = gene_modifier + exogenous_supply
new root(s) meristem,,,,new root(s) meristem = gene_modifier + exogenous_supply
PULEGONE,,,,PULEGONE = gene_modifier + exogenous_supply
RGI,,,,RGI = gene_modifier + exogenous_supply
ALMT1,,,,ALMT1 = gene_modifier + exogenous_supply
nitrate transport,,,,nitrate transport = gene_modifier + exogenous_supply
DEX,,,,DEX = gene_modifier + exogenous_supply
EARTHWORMS,,,,EARTHWORMS = gene_modifier + exogenous_supply
IAA28,,,,IAA28 = gene_modifier + exogenous_supply
overexpression of ta,,,,overexpression of ta = gene_modifier + exogenous_supply
PP,,,,PP = gene_modifier + exogenous_supply
CRISPR,,,,CRISPR = gene_modifier + exogenous_supply
osmotic pressure,,,,osmotic pressure = gene_modifier + exogenous_supply
Rose bengal,,,,Rose bengal = gene_modifier + exogenous_supply
Unidentified isolate,,,,Unidentified isolate = gene_modifier + exogenous_supply
DEWAX,,,,DEWAX = gene_modifier + exogenous_supply
VI,,,,VI = gene_modifier + exogenous_supply
ATNGR2,,,,ATNGR2 = gene_modifier + exogenous_supply
P-limiting condition,,,,P-limiting condition = gene_modifier + exogenous_supply
SMB,,,,SMB = gene_modifier + exogenous_supply
YUC9,,,,YUC9 = gene_modifier + exogenous_supply
M. hyalina,,,,M. hyalina = gene_modifier + exogenous_supply
WCS365,,,,WCS365 = gene_modifier + exogenous_supply
RLK7,,,,RLK7 = gene_modifier + exogenous_supply
IAA13,,,,IAA13 = gene_modifier + exogenous_supply
HSL,,,,HSL = gene_modifier + exogenous_supply
Hanseniaspora opunti,,,,Hanseniaspora opunti = gene_modifier + exogenous_supply
ABCG18,,,,ABCG18 = gene_modifier + exogenous_supply
B. megaterium,,,,B. megaterium = gene_modifier + exogenous_supply
PHL,,,,PHL = gene_modifier + exogenous_supply
Overexpression of Os,,,,Overexpression of Os = gene_modifier + exogenous_supply
Defect in plastid fu,,,,Defect in plastid fu = gene_modifier + exogenous_supply
ATILP,,,,ATILP = gene_modifier + exogenous_supply
BRON,,,,BRON = gene_modifier + exogenous_supply
3-3-2 tetramines,,,,3-3-2 tetramines = gene_modifier + exogenous_supply
8-bromo-cGMP,,,,8-bromo-cGMP = gene_modifier + exogenous_supply
AHP6,,,,AHP6 = gene_modifier + exogenous_supply
EXPANSINS,,,,EXPANSINS = gene_modifier + exogenous_supply
PENAC1,,,,PENAC1 = gene_modifier + exogenous_supply
BIG,,,,BIG = gene_modifier + exogenous_supply
Higher order mutants,,,,Higher order mutants = gene_modifier + exogenous_supply
pteridic acids,,,,pteridic acids = gene_modifier + exogenous_supply
rhizobacteria n,,,,rhizobacteria n = gene_modifier + exogenous_supply
MIR399B,,,,MIR399B = gene_modifier + exogenous_supply
Exogenous applicatio,,,,Exogenous applicatio = gene_modifier + exogenous_supply
CYP79A2,,,,CYP79A2 = gene_modifier + exogenous_supply
ATCTR1,,,,ATCTR1 = gene_modifier + exogenous_supply
P. lurida,,,,P. lurida = gene_modifier + exogenous_supply
ATXTH19,,,,ATXTH19 = gene_modifier + exogenous_supply
high phosphate,,,,high phosphate = gene_modifier + exogenous_supply
aspergimarins A-F,,,,aspergimarins A-F = gene_modifier + exogenous_supply
CMTCP20,,,,CMTCP20 = gene_modifier + exogenous_supply
EMB30,,,,EMB30 = gene_modifier + exogenous_supply
ANAC091,,,,ANAC091 = gene_modifier + exogenous_supply
High C:N ratios,,,,High C:N ratios = gene_modifier + exogenous_supply
Local activation of ,,,,Local activation of  = gene_modifier + exogenous_supply
C10-HSL,,,,C10-HSL = gene_modifier + exogenous_supply
CU50,,,,CU50 = gene_modifier + exogenous_supply
rhizobacteria L,,,,rhizobacteria L = gene_modifier + exogenous_supply
KT,,,,KT = gene_modifier + exogenous_supply
K(+) shortage,,,,K(+) shortage = gene_modifier + exogenous_supply
APEM10,,,,APEM10 = gene_modifier + exogenous_supply
StDRO1 expression,,,,StDRO1 expression = gene_modifier + exogenous_supply
VC,,,,VC = gene_modifier + exogenous_supply
MIR167A,,,,MIR167A = gene_modifier + exogenous_supply
COLD,,,,COLD = gene_modifier + exogenous_supply
NLS,,,,NLS = gene_modifier + exogenous_supply
Low levels of exogen,,,,Low levels of exogen = gene_modifier + exogenous_supply
LSH8,,,,LSH8 = gene_modifier + exogenous_supply
BARK1,,,,BARK1 = gene_modifier + exogenous_supply
3-3-5 tetramines,,,,3-3-5 tetramines = gene_modifier + exogenous_supply
TaNAC1 overexpressio,,,,TaNAC1 overexpressio = gene_modifier + exogenous_supply
overexpression of Zm,,,,overexpression of Zm = gene_modifier + exogenous_supply
higher stress levels,,,,higher stress levels = gene_modifier + exogenous_supply
GmNAC004 transgenic ,,,,GmNAC004 transgenic  = gene_modifier + exogenous_supply
Compound 5,,,,Compound 5 = gene_modifier + exogenous_supply
NF-YA8,,,,NF-YA8 = gene_modifier + exogenous_supply
BURKHOLDERIA,,,,BURKHOLDERIA = gene_modifier + exogenous_supply
transgenic VHb A. th,,,,transgenic VHb A. th = gene_modifier + exogenous_supply
NES,,,,NES = gene_modifier + exogenous_supply
YC7007,,,,YC7007 = gene_modifier + exogenous_supply
lack of nitrate,,,,lack of nitrate = gene_modifier + exogenous_supply
E-64 cysteine-protea,,,,E-64 cysteine-protea = gene_modifier + exogenous_supply
plant(s) expansin,,,,plant(s) expansin = gene_modifier + exogenous_supply
short-term low light,,,,short-term low light = gene_modifier + exogenous_supply
Apoplastic acidifica,,,,Apoplastic acidifica = gene_modifier + exogenous_supply
DC3000,,,,DC3000 = gene_modifier + exogenous_supply
cell expansion,,,,cell expansion = gene_modifier + exogenous_supply
increased accumulati,,,,increased accumulati = gene_modifier + exogenous_supply
CGMP,,,,CGMP = gene_modifier + exogenous_supply
ARAC4,,,,ARAC4 = gene_modifier + exogenous_supply
IPyA Analogs,,,,IPyA Analogs = gene_modifier + exogenous_supply
C12,,,,C12 = gene_modifier + exogenous_supply
Wild-type A. thalian,,,,Wild-type A. thalian = gene_modifier + exogenous_supply
CDC27B,,,,CDC27B = gene_modifier + exogenous_supply
CaM-IQMs,,,,CaM-IQMs = gene_modifier + exogenous_supply
NH₄⁺,,,,NH₄⁺ = gene_modifier + exogenous_supply
PGMADS44,,,,PGMADS44 = gene_modifier + exogenous_supply
AMIGORBR,,,,AMIGORBR = gene_modifier + exogenous_supply
ATWRKY29,,,,ATWRKY29 = gene_modifier + exogenous_supply
phytochrome D,,,,phytochrome D = gene_modifier + exogenous_supply
L7,,,,L7 = gene_modifier + exogenous_supply
subtle defects,,,,subtle defects = gene_modifier + exogenous_supply
UGT76C2,,,,UGT76C2 = gene_modifier + exogenous_supply
Increasing number of,,,,Increasing number of = gene_modifier + exogenous_supply
APO14,,,,APO14 = gene_modifier + exogenous_supply
R. solanacearum infe,,,,R. solanacearum infe = gene_modifier + exogenous_supply
Cu treatment,,,,Cu treatment = gene_modifier + exogenous_supply
Sequence of events,,,,Sequence of events = gene_modifier + exogenous_supply
Mild nitrogen defici,,,,Mild nitrogen defici = gene_modifier + exogenous_supply
TIBA,,,,TIBA = gene_modifier + exogenous_supply
GBETAGAMMA1,,,,GBETAGAMMA1 = gene_modifier + exogenous_supply
TaPP2AbB-alpha,,,,TaPP2AbB-alpha = gene_modifier + exogenous_supply
Constitutive GhNAC2 ,,,,Constitutive GhNAC2  = gene_modifier + exogenous_supply
CLE16,,,,CLE16 = gene_modifier + exogenous_supply
Twenty four compound,,,,Twenty four compound = gene_modifier + exogenous_supply
ARABIDILLO-1,,,,ARABIDILLO-1 = gene_modifier + exogenous_supply
KINETIN,,,,KINETIN = gene_modifier + exogenous_supply
salinity stress,,,,salinity stress = gene_modifier + exogenous_supply
100 mM salt stress,,,,100 mM salt stress = gene_modifier + exogenous_supply
Co-cultivation of A.,,,,Co-cultivation of A. = gene_modifier + exogenous_supply
CLE17,,,,CLE17 = gene_modifier + exogenous_supply
over-expression of m,,,,over-expression of m = gene_modifier + exogenous_supply
GB03,,,,GB03 = gene_modifier + exogenous_supply
yda1 mutants,,,,yda1 mutants = gene_modifier + exogenous_supply
ATHKT1,,,,ATHKT1 = gene_modifier + exogenous_supply
Al toxicity,,,,Al toxicity = gene_modifier + exogenous_supply
N-decanoyl-L-homoser,,,,N-decanoyl-L-homoser = gene_modifier + exogenous_supply
high concentrations ,,,,high concentrations  = gene_modifier + exogenous_supply
MIRMAN,,,,MIRMAN = gene_modifier + exogenous_supply
Low Mg,,,,Low Mg = gene_modifier + exogenous_supply
expressing stabilize,,,,expressing stabilize = gene_modifier + exogenous_supply
AtAucsia-1 mutation,,,,AtAucsia-1 mutation = gene_modifier + exogenous_supply
0.1 μg ml-1 Tm,,,,0.1 μg ml-1 Tm = gene_modifier + exogenous_supply
DKPS,,,,DKPS = gene_modifier + exogenous_supply
root-bending respons,,,,root-bending respons = gene_modifier + exogenous_supply
SHM1,,,,SHM1 = gene_modifier + exogenous_supply
naxillin-resistant m,,,,naxillin-resistant m = gene_modifier + exogenous_supply
SORTIN2,,,,SORTIN2 = gene_modifier + exogenous_supply
nac056 gene(s) mutat,,,,nac056 gene(s) mutat = gene_modifier + exogenous_supply
SPK1,,,,SPK1 = gene_modifier + exogenous_supply
Fermentation extract,,,,Fermentation extract = gene_modifier + exogenous_supply
ATMYB29,,,,ATMYB29 = gene_modifier + exogenous_supply
chloroplast defects,,,,chloroplast defects = gene_modifier + exogenous_supply
CKRC1,,,,CKRC1 = gene_modifier + exogenous_supply
MS,,,,MS = gene_modifier + exogenous_supply
alpha-ketoglutarate,,,,alpha-ketoglutarate = gene_modifier + exogenous_supply
MCLE26PN12A,,,,MCLE26PN12A = gene_modifier + exogenous_supply
Spliceostatin C,,,,Spliceostatin C = gene_modifier + exogenous_supply
TDP3,,,,TDP3 = gene_modifier + exogenous_supply
G3A,,,,G3A = gene_modifier + exogenous_supply
OxPtNA9 lines,,,,OxPtNA9 lines = gene_modifier + exogenous_supply
rhizobacteria K,,,,rhizobacteria K = gene_modifier + exogenous_supply
H2S,,,,H2S = gene_modifier + exogenous_supply
Perturbations to pho,,,,Perturbations to pho = gene_modifier + exogenous_supply
PR-1-LIKE,,,,PR-1-LIKE = gene_modifier + exogenous_supply
Overexpressing KoPIP,,,,Overexpressing KoPIP = gene_modifier + exogenous_supply
Application of retin,,,,Application of retin = gene_modifier + exogenous_supply
EE,,,,EE = gene_modifier + exogenous_supply
PHT1,,,,PHT1 = gene_modifier + exogenous_supply
CASL1,,,,CASL1 = gene_modifier + exogenous_supply
Pi starvation respon,,,,Pi starvation respon = gene_modifier + exogenous_supply
ALF1,,,,ALF1 = gene_modifier + exogenous_supply
PsJN inoculation,,,,PsJN inoculation = gene_modifier + exogenous_supply
dark growth,,,,dark growth = gene_modifier + exogenous_supply
Over-expression of Z,,,,Over-expression of Z = gene_modifier + exogenous_supply
G-protein complexes,,,,G-protein complexes = gene_modifier + exogenous_supply
mechanical manipulat,,,,mechanical manipulat = gene_modifier + exogenous_supply
K2SIO3,,,,K2SIO3 = gene_modifier + exogenous_supply
mycosubtilin homolog,,,,mycosubtilin homolog = gene_modifier + exogenous_supply
TRP,,,,TRP = gene_modifier + exogenous_supply
prr579 mutant,,,,prr579 mutant = gene_modifier + exogenous_supply
Fe-dependent inhibit,,,,Fe-dependent inhibit = gene_modifier + exogenous_supply
MIZ1,,,,MIZ1 = gene_modifier + exogenous_supply
Azospirillum brasile,,,,Azospirillum brasile = gene_modifier + exogenous_supply
AHK,,,,AHK = gene_modifier + exogenous_supply
StDRO1 overexpressio,,,,StDRO1 overexpressio = gene_modifier + exogenous_supply
xylem-pole pericycle,,,,xylem-pole pericycle = gene_modifier + exogenous_supply
ISOLATES,,,,ISOLATES = gene_modifier + exogenous_supply
"benzeneacetic acid, ",,,,"benzeneacetic acid,  = gene_modifier + exogenous_supply"
PRR579,,,,PRR579 = gene_modifier + exogenous_supply
GaJAZ5-expressing li,,,,GaJAZ5-expressing li = gene_modifier + exogenous_supply
AT-HSFB4,,,,AT-HSFB4 = gene_modifier + exogenous_supply
CYC3,,,,CYC3 = gene_modifier + exogenous_supply
IBR3,,,,IBR3 = gene_modifier + exogenous_supply
extracellular metabo,,,,extracellular metabo = gene_modifier + exogenous_supply
Pseudomonas oryzihab,,,,Pseudomonas oryzihab = gene_modifier + exogenous_supply
LRD5,,,,LRD5 = gene_modifier + exogenous_supply
Overexpression of Pp,,,,Overexpression of Pp = gene_modifier + exogenous_supply
PSEUDOMONAS,,,,PSEUDOMONAS = gene_modifier + exogenous_supply
CLEL,,,,CLEL = gene_modifier + exogenous_supply
Overexpression of Pe,,,,Overexpression of Pe = gene_modifier + exogenous_supply
FAB1C,,,,FAB1C = gene_modifier + exogenous_supply
Gbeta subunit,,,,Gbeta subunit = gene_modifier + exogenous_supply
phosphate deprivatio,,,,phosphate deprivatio = gene_modifier + exogenous_supply
PPP,,,,PPP = gene_modifier + exogenous_supply
overexpression of Dc,,,,overexpression of Dc = gene_modifier + exogenous_supply
"abp1-8, abp1-9, and ",,,,"abp1-8, abp1-9, and  = gene_modifier + exogenous_supply"
BETA CA2,,,,BETA CA2 = gene_modifier + exogenous_supply
CNUC9,,,,CNUC9 = gene_modifier + exogenous_supply
shy2 (short hypocoty,,,,shy2 (short hypocoty = gene_modifier + exogenous_supply
Inoculation A. thali,,,,Inoculation A. thali = gene_modifier + exogenous_supply
s-HlMyb3,,,,s-HlMyb3 = gene_modifier + exogenous_supply
OF,,,,OF = gene_modifier + exogenous_supply
W. muralis,,,,W. muralis = gene_modifier + exogenous_supply
XYLEMIN,,,,XYLEMIN = gene_modifier + exogenous_supply
MCLE26PP9A,,,,MCLE26PP9A = gene_modifier + exogenous_supply
Ag NPs,,,,Ag NPs = gene_modifier + exogenous_supply
repeated rounds of c,,,,repeated rounds of c = gene_modifier + exogenous_supply
NORSPERMINE,,,,NORSPERMINE = gene_modifier + exogenous_supply
TCTP,,,,TCTP = gene_modifier + exogenous_supply
PARP,,,,PARP = gene_modifier + exogenous_supply
Overexpression of Sl,,,,Overexpression of Sl = gene_modifier + exogenous_supply
Multiwall carbon nan,,,,Multiwall carbon nan = gene_modifier + exogenous_supply
NRT1,,,,NRT1 = gene_modifier + exogenous_supply
GBETAGAMMA2,,,,GBETAGAMMA2 = gene_modifier + exogenous_supply
PLY8,,,,PLY8 = gene_modifier + exogenous_supply
ICK,,,,ICK = gene_modifier + exogenous_supply
"2,4-D-Glu",,,,"2,4-D-Glu = gene_modifier + exogenous_supply"
NACL,,,,NACL = gene_modifier + exogenous_supply
root(s) pruning,,,,root(s) pruning = gene_modifier + exogenous_supply
ATGLR3.2,,,,ATGLR3.2 = gene_modifier + exogenous_supply
Low levels of tunica,,,,Low levels of tunica = gene_modifier + exogenous_supply
polyethylene glycol,,,,polyethylene glycol = gene_modifier + exogenous_supply
JBRS159,,,,JBRS159 = gene_modifier + exogenous_supply
AIR3,,,,AIR3 = gene_modifier + exogenous_supply
SARBP1,,,,SARBP1 = gene_modifier + exogenous_supply
Salinity of soil,,,,Salinity of soil = gene_modifier + exogenous_supply
nutrient foraging pr,,,,nutrient foraging pr = gene_modifier + exogenous_supply
collapse of root(s) ,,,,collapse of root(s)  = gene_modifier + exogenous_supply
EGRIAA20,,,,EGRIAA20 = gene_modifier + exogenous_supply
P20,,,,P20 = gene_modifier + exogenous_supply
AHR1,,,,AHR1 = gene_modifier + exogenous_supply
PCIB,,,,PCIB = gene_modifier + exogenous_supply
MHPP,,,,MHPP = gene_modifier + exogenous_supply
MG,,,,MG = gene_modifier + exogenous_supply
MAGNESIUM,,,,MAGNESIUM = gene_modifier + exogenous_supply
Zn deficiency (0 μM;,,,,Zn deficiency (0 μM; = gene_modifier + exogenous_supply
BENDING,,,,BENDING = gene_modifier + exogenous_supply
DELAY,,,,DELAY = gene_modifier + exogenous_supply
ASPR1,,,,ASPR1 = gene_modifier + exogenous_supply
ATC3H12,,,,ATC3H12 = gene_modifier + exogenous_supply
NPC5,,,,NPC5 = gene_modifier + exogenous_supply
IN,,,,IN = gene_modifier + exogenous_supply
hrb mutants,,,,hrb mutants = gene_modifier + exogenous_supply
Five chromatin remod,,,,Five chromatin remod = gene_modifier + exogenous_supply
folic acid supplemen,,,,folic acid supplemen = gene_modifier + exogenous_supply
CYP75B1,,,,CYP75B1 = gene_modifier + exogenous_supply
MCLE26PP4A,,,,MCLE26PP4A = gene_modifier + exogenous_supply
meristematic pericyc,,,,meristematic pericyc = gene_modifier + exogenous_supply
low light intensity,,,,low light intensity = gene_modifier + exogenous_supply
EWE2,,,,EWE2 = gene_modifier + exogenous_supply
ATCYP38,,,,ATCYP38 = gene_modifier + exogenous_supply
L-Glutamine,,,,L-Glutamine = gene_modifier + exogenous_supply
E2Fa,,,,E2Fa = gene_modifier + exogenous_supply
Many types of cell w,,,,Many types of cell w = gene_modifier + exogenous_supply
single metal exposur,,,,single metal exposur = gene_modifier + exogenous_supply
High nitrate supply,,,,High nitrate supply = gene_modifier + exogenous_supply
BACTERIUM,,,,BACTERIUM = gene_modifier + exogenous_supply
mko2 mutation,,,,mko2 mutation = gene_modifier + exogenous_supply
Cu 25 muM + Zn 20 mu,,,,Cu 25 muM + Zn 20 mu = gene_modifier + exogenous_supply
overexpression of Sc,,,,overexpression of Sc = gene_modifier + exogenous_supply
AHLS,,,,AHLS = gene_modifier + exogenous_supply
CUP1,,,,CUP1 = gene_modifier + exogenous_supply
CTD,,,,CTD = gene_modifier + exogenous_supply
CHL1,,,,CHL1 = gene_modifier + exogenous_supply
HY3,,,,HY3 = gene_modifier + exogenous_supply
